chr		start	end	strand	pvalue	qvalue	meth.diff
NW_016095190.1	NW_016095190.1.9280.9280	9280	9280	+	4.46E-48	2.91E-45	-27.03429603
NW_016095190.1	NW_016095190.1.9293.9293	9293	9293	+	1.66E-38	4.12E-36	-34.56874857
NW_016095190.1	NW_016095190.1.9341.9341	9341	9341	+	3.59E-40	9.83E-38	-29.80336866
NW_016095190.1	NW_016095190.1.9354.9354	9354	9354	+	2.67E-47	1.57E-44	-24.34439075
NW_016095190.1	NW_016095190.1.9355.9355	9355	9355	-	4.14E-16	9.42E-15	-22.46954466
NW_016095190.1	NW_016095190.1.9363.9363	9363	9363	-	4.45E-14	8.08E-13	-22.46248375
NW_016095190.1	NW_016095190.1.9429.9429	9429	9429	-	9.44E-16	2.06E-14	-26.43105239
NW_016095199.1	NW_016095199.1.224.224	224	224	-	1.55E-06	9.17E-06	-21.93862919
NW_016095257.1	NW_016095257.1.14865.14865	14865	14865	-	2.29E-05	0.00010644	20.53571429
NW_016095257.1	NW_016095257.1.14905.14905	14905	14905	-	1.41E-09	1.38E-08	27.05900255
NW_016095268.1	NW_016095268.1.4952.4952	4952	4952	+	9.02E-51	6.80E-48	-41.85949261
NW_016095268.1	NW_016095268.1.4982.4982	4982	4982	+	4.11E-22	1.85E-20	-29.0084993
NW_016095268.1	NW_016095268.1.4987.4987	4987	4987	+	4.71E-21	1.88E-19	-29.7749652
NW_016095328.1	NW_016095328.1.16241.16241	16241	16241	+	2.37E-27	1.88E-25	-56.43282206
NW_016095368.1	NW_016095368.1.13313.13313	13313	13313	+	1.56E-22	7.45E-21	-46.1878453
NW_016095437.1	NW_016095437.1.16455.16455	16455	16455	-	1.89E-13	3.17E-12	-29.5297216
NW_016095437.1	NW_016095437.1.16507.16507	16507	16507	-	1.36E-21	5.74E-20	-43.48684788
NW_016095511.1	NW_016095511.1.6874.6874	6874	6874	+	1.19E-29	1.27E-27	-34.93097004
NW_016095511.1	NW_016095511.1.6892.6892	6892	6892	+	5.22E-20	1.87E-18	-26.64048519
NW_016095511.1	NW_016095511.1.6895.6895	6895	6895	+	1.18E-21	5.04E-20	-31.16921269
NW_016095524.1	NW_016095524.1.7113.7113	7113	7113	-	1.14E-09	1.13E-08	-23.33494208
NW_016095591.1	NW_016095591.1.15867.15867	15867	15867	+	7.57E-13	1.17E-11	24.41846304
NW_016095603.1	NW_016095603.1.17370.17370	17370	17370	-	3.27E-14	6.04E-13	-22.55702895
NW_016095603.1	NW_016095603.1.17403.17403	17403	17403	-	1.41E-13	2.40E-12	-20.28413399
NW_016095639.1	NW_016095639.1.3228.3228	3228	3228	+	2.56E-08	2.05E-07	-21.37699203
NW_016095639.1	NW_016095639.1.3237.3237	3237	3237	+	1.32E-08	0.000000111	21.15299006
NW_016095643.1	NW_016095643.1.14823.14823	14823	14823	+	2.61E-06	1.48E-05	-21.7854943
NW_016095649.1	NW_016095649.1.562.562	562	562	-	5.64E-13	8.87E-12	-23.8188489
NW_016095668.1	NW_016095668.1.708.708	708	708	-	2.75E-29	2.77E-27	-34.85933504
NW_016095668.1	NW_016095668.1.775.775	775	775	-	5.34E-28	4.66E-26	-32.59193122
NW_016095672.1	NW_016095672.1.5365.5365	5365	5365	-	3.29E-11	4.05E-10	-21.60462349
NW_016095672.1	NW_016095672.1.5402.5402	5402	5402	-	4.48E-39	1.16E-36	-39.3963444
NW_016095672.1	NW_016095672.1.5408.5408	5408	5408	-	8.78E-37	1.89E-34	-36.46556551
NW_016095672.1	NW_016095672.1.5411.5411	5411	5411	-	4.34E-44	1.77E-41	-40.51783579
NW_016095672.1	NW_016095672.1.5414.5414	5414	5414	-	5.10E-29	4.94E-27	-32.37645428
NW_016095696.1	NW_016095696.1.13780.13780	13780	13780	-	0.000000001	9.89E-09	-22.0128391
NW_016095811.1	NW_016095811.1.403.403	403	403	+	6.56E-14	1.16E-12	-23.29991282
NW_016095828.1	NW_016095828.1.13518.13518	13518	13518	-	1.29E-16	3.10E-15	-26.28242511
NW_016095832.1	NW_016095832.1.732.732	732	732	+	6.05E-10	6.27E-09	-21.69806175
NW_016095855.1	NW_016095855.1.725.725	725	725	+	3.81E-09	0.000000035	-24.6891695
NW_016095900.1	NW_016095900.1.6344.6344	6344	6344	-	2.91E-12	4.18E-11	-27.10214382
NW_016095923.1	NW_016095923.1.2987.2987	2987	2987	+	1.54E-22	7.40E-21	-26.87352067
NW_016096006.1	NW_016096006.1.12154.12154	12154	12154	-	2.45E-20	9.13E-19	-33.19606497
NW_016096017.1	NW_016096017.1.13457.13457	13457	13457	-	3.88E-28	3.44E-26	-42.09786415
NW_016096049.1	NW_016096049.1.4910.4910	4910	4910	-	9.33E-24	5.09E-22	-38.89288282
NW_016096049.1	NW_016096049.1.4951.4951	4951	4951	-	1.51E-25	1.01E-23	-38.14531786
NW_016096049.1	NW_016096049.1.4977.4977	4977	4977	-	4.06E-27	3.13E-25	-36.84617121
NW_016096050.1	NW_016096050.1.4647.4647	4647	4647	-	1.71E-08	1.41E-07	-21.61835749
NW_016096176.1	NW_016096176.1.11581.11581	11581	11581	-	2.38E-30	2.72E-28	-20.4463094
NW_016096222.1	NW_016096222.1.11083.11083	11083	11083	-	1.44E-09	1.41E-08	28.60592938
NW_016096233.1	NW_016096233.1.940.940	940	940	+	6.53E-13	1.02E-11	-29.86935623
NW_016096349.1	NW_016096349.1.10806.10806	10806	10806	+	1.53E-16	3.67E-15	-33.00524934
NW_016096349.1	NW_016096349.1.10837.10837	10837	10837	+	8.61E-24	4.71E-22	-40.96982551
NW_016096398.1	NW_016096398.1.8649.8649	8649	8649	+	4.18E-19	1.34E-17	-27.22113186
NW_016096588.1	NW_016096588.1.1152.1152	1152	1152	+	6.97E-07	4.37E-06	-23.51112939
NW_016096668.1	NW_016096668.1.4535.4535	4535	4535	+	1.22E-15	2.63E-14	-22.42398082
NW_016096684.1	NW_016096684.1.7612.7612	7612	7612	+	6.95E-09	6.12E-08	-20.49782576
NW_016096684.1	NW_016096684.1.7654.7654	7654	7654	+	3.55E-10	3.80E-09	-22.79683334
NW_016096793.1	NW_016096793.1.7150.7150	7150	7150	+	4.53E-07	2.95E-06	-21.32379249
NW_016096973.1	NW_016096973.1.6310.6310	6310	6310	-	1.73E-10	1.94E-09	-25.01258757
NW_016096973.1	NW_016096973.1.6324.6324	6324	6324	-	4.54E-08	3.48E-07	-20.78246762
NW_016096973.1	NW_016096973.1.6362.6362	6362	6362	-	1.84E-12	2.71E-11	-25.59645268
NW_016097202.1	NW_016097202.1.5433.5433	5433	5433	+	7.87E-20	2.76E-18	-28.14388024
NW_016097281.1	NW_016097281.1.4151.4151	4151	4151	+	2.06E-12	3.02E-11	-22.97062265
